post,presentation
"title='PowerBank: The Only Trustworthy Bank in Nigeria?' key_findings=PostFindings(findings=[KeyFinding(type='Claim', description='The user claims that PowerBank is currently the only dependable bank in Nigeria.'), KeyFinding(type='Claim', description='The user suggests that all other banks in Nigeria are facing problems.'), KeyFinding(type='Emotional Position', description='The post conveys a sense of urgency regarding the reliability of banks in Nigeria.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the reliability claim about PowerBank.', rationale='The assertion about PowerBank being the only dependable bank could mislead consumers.'), RecommendedAction(action=""Could be flagged for potential misinformation regarding other banks' stability."", rationale='The claim that all other banks are having problems requires substantiation.'), RecommendedAction(action='May warrant monitoring for engagement spike due to potential controversy.', rationale='Given the emotional tone and contentious topic, increased engagement may occur.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1621528562959515648', 'has_checkworthy_claims': True, 'num_claims': 2, 'max_urgency': 'Moderately urgent', 'max_amplifiability': 'Medium', 'priority_score': 0.537, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.24), 'amplifiability_component': np.float64(0.21), 'total': np.float64(0.45)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.0), 'total': np.float64(0.06)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.002), 'total': np.float64(0.002)}, 'influence_score': {'followers': np.float64(0.022), 'friends': np.float64(0.012), 'total': np.float64(0.035)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': False, 'famous_entities_identified': False, 'emotional_intensity': False, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 1.0, 'user_followers': 2308, 'user_friends': 1306, 'top_claims': ['The only bank that is dependable now in Nigeria is PowerBank.', 'Every other Banks are having problem.'], 'text': 'The only bank that is dependable now in Nigeria is PowerBank. Every other Banks are having problem. Cashless Emefiele NigeriaDecides2023', 'user_name': 'SP🍥', 'user_location': 'Lagos Nigeria', 'user_description': 'Humanitarian|| Project & Facility Manager|| CRM Specialist|| Estate Surveyors & Valuer|| LEADERSHIP|| @chelseafc Fan', 'user_created': '2014-01-06 13:34:43+00:00', 'spam_score': 0.014388489208633}"
"title='Peter Obi Declared Winner in Cross River Presidential Election' key_findings=PostFindings(findings=[KeyFinding(type='Claim Verification', description='The post claims that Peter Obi has won the presidential election in Cross River.'), KeyFinding(type='Emotional Appeal', description=""The post expresses confidence in Peter Obi's electoral victory, likely aiming to energize supporters.""), KeyFinding(type='Social Media Engagement', description='The post has gained traction with notable engagement, including favorites and retweets.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the election results mentioned in the post.', rationale='The claim of Peter Obi winning may not reflect the actual election outcome and could mislead voters.'), RecommendedAction(action='Could be flagged for potential misinformation.', rationale='Given the urgency and high amplifiability, it’s crucial to monitor the spread of this claim.'), RecommendedAction(action='May warrant further monitoring for audience reactions.', rationale='Engagement metrics indicate heightened interest, suggesting potential misinformation impact.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1630589942219849728', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.87, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.03), 'famous_entities': np.float64(0.01), 'total': np.float64(0.14)}, 'engagement_score': {'retweets': np.float64(0.006), 'favorites': np.float64(0.007), 'total': np.float64(0.013)}, 'influence_score': {'followers': np.float64(0.04), 'friends': np.float64(0.013), 'total': np.float64(0.052)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': True, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 2.0, 'favorites': 8.0, 'user_followers': 886601, 'user_friends': 1392, 'top_claims': ['Peter Obi wins presidential election in Cross River Nigeria'], 'text': 'Peter Obi wins presidential election in Cross River Nigeria NigeriaDecides2023 ElectionDay https:t.coqe7FoYWN4c', 'user_name': 'Reuben Abati', 'user_location': 'Nigeria ', 'user_description': 'Journalist, Writer, Official Presidential Spokesperson, Nigeria, 2011-2015, Senior Research Associate, National Open University of Nigeria, TV Anchor, Arise TV', 'user_created': '2012-06-04 06:40:07+00:00', 'spam_score': 0.2566666666666667}"
"title=""Peter Obi's Departure from PDP: Insults from Wike and Atiku?"" key_findings=PostFindings(findings=[KeyFinding(type='Claim about political departure', description='The post claims that Peter Obi left the PDP due to constant insults from Wike and Atiku.'), KeyFinding(type='Emotional intensity', description='The claim reflects a narrative of conflict and negativity within the PDP, possibly inciting emotional responses.'), KeyFinding(type='Political controversy', description='The claim involves prominent political figures, which may amplify controversy and engagement.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the claim regarding Peter Obi's departure reasons."", rationale='The statement involves significant political implications and could affect public perception.'), RecommendedAction(action='Monitor for increased engagement with the post and related discussions.', rationale='The controversial nature of the claim may lead to heightened public interest and discourse.'), RecommendedAction(action='Could be flagged for potential misinformation if the claim is unsubstantiated.', rationale='Ensuring the accuracy of claims involving public figures is crucial to maintaining truthful discourse.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1629911556837326848', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Moderately urgent', 'max_amplifiability': 'High', 'priority_score': 0.703, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.24), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.555)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.004), 'favorites': np.float64(0.005), 'total': np.float64(0.008)}, 'influence_score': {'followers': np.float64(0.018), 'friends': np.float64(0.011), 'total': np.float64(0.029)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 1.0, 'favorites': 3.0, 'user_followers': 472.0, 'user_friends': 732, 'top_claims': ['Peter Obi left PDP due to constant insults from Wike Atiku.'], 'text': 'Peter Obi left PDP due to constant insults from Wike Atiku.The presidential candidate of the Peoples Democrati https:t.coIwMeCtZ8qb', 'user_name': 'CD ✪', 'user_location': nan, 'user_description': 'GOD’S speed 🧸', 'user_created': '2018-08-05 18:58:30+00:00', 'spam_score': 0.018348623853211}"
"title='Davido Allegedly Involved in Concert Fight' key_findings=PostFindings(findings=[KeyFinding(type='Claim of Violence', description='The post claims that Davido was involved in a fight at Seyi Vibez’s concert.'), KeyFinding(type='Emotional Reaction', description='The user expresses surprise and drama, indicating strong emotional engagement.'), KeyFinding(type='High Engagement Metrics', description='The post has gathered significant attention with 120 retweets and 350 favorites.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the claim of Davido's fight at the concert."", rationale='The claim could contribute to misinformation and might require fact-checking to confirm its validity.'), RecommendedAction(action='May warrant monitoring for engagement spike due to emotional intensity.', rationale=""The post's emotional content may lead to increased sharing and could spread misinformation if unverified.""), RecommendedAction(action='Could be flagged for potential misinformation.', rationale=""Given the claim's sensational nature and viral potential, it may be important to address its authenticity."")]) process='Presentation completed' status='success' message=None","{'post_id': 'generated_gt_de46a94e561ab989f72b89226fb0561e', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.861, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.026), 'favorites': np.float64(0.019), 'total': np.float64(0.045)}, 'influence_score': {'followers': np.float64(0.021), 'friends': np.float64(0.01), 'total': np.float64(0.031)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 120, 'favorites': 350, 'user_followers': 1500, 'user_friends': 300, 'top_claims': ['Davido getting into a fight at Seyi Vibez’s concert'], 'text': 'Wow, did anyone else see that video of Davido getting into a fight at Seyi Vibez’s concert? 😳 What a wild night! #Davido #SeyiVibez #ConcertDrama', 'user_name': 'MusicLover92', 'user_location': 'London, UK', 'user_description': 'Just a fan of good vibes and great music 🎶', 'user_created': '2020-05-15 14:30:00', 'spam_score': 0.0}"
"title='INEC Officials Reported Present in Edo State' key_findings=PostFindings(findings=[KeyFinding(type='Claim', description='INEC officials are reported to be present in Edo State, specifically in Ovia North East LGA.'), KeyFinding(type='User Position', description='The user reports from a specific location and polling unit.'), KeyFinding(type='Contextual Detail', description='The user indicates the report was made at a specific time (9:14 am).')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the presence of INEC officials in the reported area.', rationale='The claim directly relates to the electoral process and may influence public perception.'), RecommendedAction(action='Could be flagged for potential misinformation if further context is unclear.', rationale='Incomplete information in the post could lead to misunderstandings about the situation.'), RecommendedAction(action='May warrant monitoring for engagement due to the profile of the user.', rationale='As a famous poster, their statements could amplify misinformation if unchecked.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1634123272299085824', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Moderately urgent', 'max_amplifiability': 'Low', 'priority_score': 0.405, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.24), 'amplifiability_component': np.float64(0.07), 'total': np.float64(0.31)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.0), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.03), 'famous_entities': np.float64(0.01), 'total': np.float64(0.06)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.0), 'total': np.float64(0.0)}, 'influence_score': {'followers': np.float64(0.02), 'friends': np.float64(0.015), 'total': np.float64(0.035)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': True, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': False, 'simplicity': True, 'retweets': 0.0, 'favorites': 0.0, 'user_followers': 1069.0, 'user_friends': 5022, 'top_claims': ['INEC officials are present.'], 'text': 'Time: 9:14 am State: Edo LGA: Ovia North East Ward: Oluku PU: 041 Report: INEC officials are present. However, ther https:t.coXUiKSsfgJW', 'user_name': 'Kahnz #EndSARS', 'user_location': 'Lago Vista, TX', 'user_description': 'A philanthropist #EndSARS', 'user_created': '2020-12-10 07:45:11+00:00', 'spam_score': 0.2658241758241759}"
"title='Simon Ekpa Issues Warning to MC Oluomo Over Ethnic Tensions' key_findings=PostFindings(findings=[KeyFinding(type='claim of warning', description=""Simon Ekpa has issued a 'final warning' to MC Oluomo regarding his alleged attacks on the Igbo community in Lagos.""), KeyFinding(type='emotional sentiment', description='The post expresses urgency and seriousness regarding ethnic tensions and potential violence.'), KeyFinding(type='call to action', description='The message conveys an expectation for MC Oluomo to cease actions deemed harmful to the Igbo community.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the referenced claim about Simon Ekpa's warning."", rationale='Due to the high emotional intensity and controversy of the post, confirming the authenticity can prevent misinformation.'), RecommendedAction(action='Could be flagged for potential misinformation regarding ethnic tensions.', rationale=""The post's content could escalate tensions among communities if not accurately represented.""), RecommendedAction(action='May warrant further monitoring for engagement spikes.', rationale='The strong emotional tone and urgency may increase user engagement, influencing public discourse.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1630252869440921600', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.816, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.0), 'total': np.float64(0.0)}, 'influence_score': {'followers': np.float64(0.02), 'friends': np.float64(0.011), 'total': np.float64(0.031)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 0.0, 'user_followers': 882.0, 'user_friends': 708, 'top_claims': ['SIMON EKPA: FINAL WARNING TO MC OLUOMO: YOUR ATTACK ON IGBOS IN LAGOS MUST STOP'], 'text': 'houseofmagdalen SaharaReporters SIMON EKPA: FINAL WARNING TO MC OLUOMO: YOUR ATTACK ON IGBOS IN LAGOS MUST STOP https:t.coSI1yYdlpw5', 'user_name': 'Rayy', 'user_location': 'Nigeria', 'user_description': '🐰🤎. cats. dambun nama. Indomie. doctor?. married 🥰', 'user_created': '2012-07-31 21:01:29+00:00', 'spam_score': 0.2619893650297153}"
"title='Election Preparation Update from ECWA Polling Unit 004' key_findings=PostFindings(findings=[KeyFinding(type='Observation', description='The user reported that election officials set up at a polling unit at 7:30 AM.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the timing and status of polling unit setup.', rationale='To confirm the accuracy of the reported time and prevent misinformation.'), RecommendedAction(action='Could be flagged for potential misinformation.', rationale='Even though the claim appears factual, monitoring for engagement changes may be prudent.'), RecommendedAction(action='May warrant monitoring for engagement spike.', rationale='Low engagement so far; however, this might change as elections approach.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1637364652278513664', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Not urgent', 'max_amplifiability': 'Low', 'priority_score': 0.209, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.08), 'amplifiability_component': np.float64(0.07), 'total': np.float64(0.15)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.0), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.0), 'total': np.float64(0.02)}, 'engagement_score': {'retweets': np.float64(0.004), 'favorites': np.float64(0.002), 'total': np.float64(0.006)}, 'influence_score': {'followers': np.float64(0.021), 'friends': np.float64(0.012), 'total': np.float64(0.033)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': False, 'emotional_intensity': False, 'controversy_level': False, 'simplicity': True, 'retweets': 1.0, 'favorites': 1.0, 'user_followers': 1607.0, 'user_friends': 1040, 'top_claims': ['At exactly 7.30am today, our officials had set up the ECWA Polling Unit 004'], 'text': 'GovernorshipState Assembly Elections: At exactly 7.30am today, our officials had set up the ECWA Polling Unit 004 https:t.coJ9IxvprGKP', 'user_name': 'Ali Isa Musa', 'user_location': 'From Nigeria', 'user_description': 'Research Scholar at @Atlanticcouncil, Policy Fellow:Nigerian Global Affairs Council #DigitalRights | Member @DFRlab @4lowthemoney. #OSINT', 'user_created': '2009-09-10 14:06:42+00:00', 'spam_score': 0.0259740259740259}"
"title='Okowa Declared Winner in His Polling Unit' key_findings=PostFindings(findings=[KeyFinding(type='Claim of victory', description='The post claims that Okowa won his polling unit for the presidential election at Eghoma primary school.'), KeyFinding(type='Location specification', description='The specific location of the polling unit is mentioned as PU 017, Ika north-east, Delta state.'), KeyFinding(type='User credibility', description='The user identifies as a passionate supporter of the PDP, which may indicate a biased perspective.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the electoral results referenced.', rationale='The claim of victory is significant and should be confirmed to ensure accuracy.'), RecommendedAction(action='May warrant monitoring for further engagement.', rationale='The post could attract reactions or shares, impacting the spread of potentially unverified claims.'), RecommendedAction(action='Could be flagged for bias in user perspective.', rationale=""The user's affiliation with the PDP may suggest a lack of impartiality in reporting the results."")]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1629553495752822784', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Moderately urgent', 'max_amplifiability': 'Medium', 'priority_score': 0.544, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.24), 'amplifiability_component': np.float64(0.21), 'total': np.float64(0.45)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.07)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.002), 'total': np.float64(0.002)}, 'influence_score': {'followers': np.float64(0.012), 'friends': np.float64(0.01), 'total': np.float64(0.022)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 1.0, 'user_followers': 57, 'user_friends': 298, 'top_claims': ['OKOWA WINS HIS POLLING UNIT Location: Eghoma primary school 1, PU 017 Ika north-east, Delta state PRESIDENTIAL A'], 'text': 'OKOWA WINS HIS POLLING UNIT Location: Eghoma primary school 1, PU 017 Ika north-east, Delta state PRESIDENTIAL A https:t.co6tLosiyzqL', 'user_name': 'Kudos Frank 👑✨', 'user_location': 'Ikeja, Nigeria. ', 'user_description': 'I am a very passionate lover of sports and Politics. A bonafide member of PDP and a die hard fan of Arsenal FC.', 'user_created': '2022-12-03 07:39:37+00:00', 'spam_score': 0.3016541353383459}"
"title='INEC Seeks Court Permission to Alter Presidential Election Results' key_findings=PostFindings(findings=[KeyFinding(type='Claim', description='INEC is allegedly requesting court permission to erase presidential election results.'), KeyFinding(type='Emotional Signal', description='The post reflects a sense of urgency and controversy regarding electoral integrity.'), KeyFinding(type='Location Context', description='The claim originates from a user based in Lagos, Nigeria.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the claim regarding INEC's court request."", rationale='The claim centers on significant electoral processes, which warrants accurate information.'), RecommendedAction(action='Monitor engagement for potential misinformation spread.', rationale='The high urgency and emotional intensity may increase user engagement and shareability.'), RecommendedAction(action='Could be flagged for potential misinformation concerning electoral integrity.', rationale='Given the serious implications of altering election results, fact-checking is crucial.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1637449707357196288', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.812, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.0), 'total': np.float64(0.0)}, 'influence_score': {'followers': np.float64(0.025), 'friends': np.float64(0.011), 'total': np.float64(0.037)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 0.0, 'user_followers': 6508.0, 'user_friends': 608, 'top_claims': ['INEC is now seeking permission from the court to wipe off the presidential election results.'], 'text': 'firstladyship INEC is now seeking permission from the court to wipe off the presidential election results. This on https:t.coouZHCQi7zh', 'user_name': 'InfoStride News', 'user_location': 'Lagos, Nigeria', 'user_description': 'The latest breaking news, Nigerian news, world news and top stories on business, celebrity, entertainment, politics, sports, technology, and more.', 'user_created': '2009-05-02 10:15:58+00:00', 'spam_score': 0.3051027749229188}"
"title='Obidients Prepare to March to Polling Units' key_findings=PostFindings(findings=[KeyFinding(type='Claim', description=""The post claims that 'Obidients' are marching to polling units in connection with Nigeria's elections.""), KeyFinding(type='Emotional Signal', description=""The tone of the post suggests enthusiasm and commitment among the 'Obidients' in participating in the electoral process.""), KeyFinding(type='Contextual Relevance', description=""The timing of the post aligns with Nigeria's 2023 elections, indicating a potential call to action."")]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the claim about the planned march.', rationale='To ensure that the information disseminated is accurate and not misleading.'), RecommendedAction(action='May warrant further monitoring for engagement spikes.', rationale='Given the high urgency and amplifiability, increased engagement could indicate a wider conversation or misinformation spread.'), RecommendedAction(action='Could be flagged for potential misinformation.', rationale='Given the possible implications on electoral activities, any misinformation could have significant consequences.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1629180517751857152', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.822, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.002), 'total': np.float64(0.002)}, 'influence_score': {'followers': np.float64(0.022), 'friends': np.float64(0.013), 'total': np.float64(0.035)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 1.0, 'user_followers': 1778, 'user_friends': 1698, 'top_claims': ['Obidients marching to their polling units tomorrow.'], 'text': 'NigeriaDecides2023: Obidients marching to their polling units tomorrow. Na me wear that monkey coat https:t.coPMnAVL3tKL', 'user_name': 'Psalmuel 👨🏼\u200d💻', 'user_location': 'Twitter!', 'user_description': 'Brand Strategist/MGR || Graphic/Motion Designer || Video Editor || Colourist', 'user_created': '2015-04-23 22:12:47+00:00', 'spam_score': 0.256796875}"
"title='Tragic Passing of Student Whitney Adeniran Acknowledged' key_findings=PostFindings(findings=[KeyFinding(type='Claim of Devastation', description='The post reflects deep sorrow over the loss of Whitney Adeniran, a student.'), KeyFinding(type='Emotional Engagement', description='The statement expresses strong emotional signals, indicating high public concern.'), KeyFinding(type='Official Statement', description='The post is framed as an official statement from Chrisland.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the statement's authenticity"", rationale=""As the post reflects on a sensitive topic, it's important to confirm that this statement is genuinely from Chrisland.""), RecommendedAction(action='May warrant monitoring for emotional responses', rationale='The high emotional intensity could lead to increased engagement, thus monitoring may show additional reactions or claims.'), RecommendedAction(action='Could be flagged for potential misinformation', rationale=""If any factual inaccuracies arise in connection to the student's death or its circumstances, it needs to be addressed promptly."")]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1625025988177416192', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.837, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.0), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.03), 'famous_entities': np.float64(0.01), 'total': np.float64(0.1)}, 'engagement_score': {'retweets': np.float64(0.006), 'favorites': np.float64(0.004), 'total': np.float64(0.01)}, 'influence_score': {'followers': np.float64(0.04), 'friends': np.float64(0.013), 'total': np.float64(0.052)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': True, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': False, 'simplicity': True, 'retweets': 2.0, 'favorites': 2.0, 'user_followers': 884192, 'user_friends': 1392, 'top_claims': [""We are devastated by our precious student, Whitney Adeniran's untimely passing""], 'text': ""PRESS STATEMENT We are devastated by our precious student, Whitney Adeniran's untimely passing - Chrisland https:t.co2tgiT11n1Q"", 'user_name': 'Reuben Abati', 'user_location': 'Nigeria ', 'user_description': 'Journalist, Writer, Official Presidential Spokesperson, Nigeria, 2011-2015, Senior Research Associate, National Open University of Nigeria, TV Anchor, Arise TV', 'user_created': '2012-06-04 06:40:07+00:00', 'spam_score': 0.2737875939849624}"
"title='Women and Child Adoption Laws in Nigeria Under Scrutiny' key_findings=PostFindings(findings=[KeyFinding(type=' factual claim', description='The assertion that a woman cannot adopt a child without male relative approval.'), KeyFinding(type='emotional signal', description='The post expresses a strong sentiment for changing outdated laws.'), KeyFinding(type='call to action', description='The user advocates for empowering women and reforming adoption laws.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the referenced claim regarding adoption laws.', rationale=""This claim could be misinformation affecting public perception of women's rights.""), RecommendedAction(action='Could be flagged for potential misinformation due to its implications on legal frameworks.', rationale='Misleading claims about legal requirements can influence social attitudes and advocacy efforts.'), RecommendedAction(action=""May warrant monitoring for engagement spikes related to women's rights discussions."", rationale='The emotional intensity and urgency could lead to further dialogues around laws affecting women.')]) process='Presentation completed' status='success' message=None","{'post_id': 'generated_gt_a0a23b7a5a0ccb30565fa2b10a7f6bfa', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.842, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.0), 'total': np.float64(0.1)}, 'engagement_score': {'retweets': np.float64(0.026), 'favorites': np.float64(0.019), 'total': np.float64(0.045)}, 'influence_score': {'followers': np.float64(0.023), 'friends': np.float64(0.01), 'total': np.float64(0.033)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': False, 'famous_entities_identified': False, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 120, 'favorites': 300, 'user_followers': 2500, 'user_friends': 300, 'top_claims': [""a woman can't adopt a child without a male relative's approval""], 'text': ""It's disheartening that in Nigeria, a woman can't adopt a child without a male relative's approval. We need to change these outdated laws to empower women and support families! #WomenRights #Adoption #Nigeria"", 'user_name': 'NigerianVoices', 'user_location': 'Lagos, Nigeria', 'user_description': ""Advocate for women's rights and social justice."", 'user_created': '2020-01-15 10:30:00', 'spam_score': 0.0}"
